Text,Audio_File
"march, 2022",audio_12_165.mp3
"Rishi pal kharmania vs.  . M/s alkarma page 1 of 23 on 14 july, 2023 in the court of shri harshal negi:mm-05(ni act): south-west district:dwarka",audio_13_1.mp3
"courts:new delhi ct cases no.13789/2018 cnr no.dlsw02-018579 -2018 rishi pal kharmania s/o sh. Mangat ram r/o house no.f-62, gali no.5, mohan gardne, uttam nagar new",audio_13_2.mp3
"delhi -110059 ...complainant vs.  m/s alkarma 57, rama road, najafgarh road, moti nagar, new delhi -110015 through its partners shri sandeep chaudhary and Ms. . Anjaly",audio_13_3.mp3
"chaudhary 57, rama road, najafgarh road, moti nagar, new delhi -110015 also at: sandeep chaudhary s/o sh. Subhash chaudhary r/o soverign house, house no.c-2/102, vatika",audio_13_4.mp3
"city, sector-49, gurugram, haryana-122018 ...accused offence complained of : u/s 138, ni act, 1881 date on which the complaint : 27.04.2018 was instituted plea of",audio_13_5.mp3
"the accused : pleaded not guilty date of pronouncement of judgment: 14.07.2023 judgment 1. Tersely put, the Cas.  of the complainant is that accused sandeep",audio_13_6.mp3
chaudhary is the partner of Co.  viz.  m/s alkarma and was/is looking after the day-to-day affairs of the Co. . It is also the Cas.  of,audio_13_7.mp3
the complainant that the complainant was working in the accused Co. . That the payment of salary of the complainant was overdue for a long time.,audio_13_8.mp3
"That on 30.11.2017 alkarma made settlement with the complainant for a sum of rs 13,40,773. That to discharge the legal liability the accused issued a",audio_13_9.mp3
"total of five cheques amounting to rs 12,99,301, one of the cheques being the cheque in question i.e., cheque bearing no 037367 dated 08.03.2018 of",audio_13_10.mp3
"rs 2,32,000/- and drawn on canara bank, connaught place branch, new delhi to the complainant with an assurance of itsrishi pal kharmania vs.  . M/s",audio_13_11.mp3
"alkarma page 1 of 23 on 14 july, 2023",audio_13_12.mp3
"Remarks ""insufficient fund"" dated 14.03.2018. Thereafter, complainant served a legal notice dated 24.03.2018 upon the accused through his counsel demanding the said amount. Despite service",audio_13_13.mp3
"of aforesaid notice the money was not repaid by the accused. Thereafter, complainant has filed the present complaint Cas. . Material on record 2. The accused",audio_13_14.mp3
entered appearance along with his counsel on 29.10.2018. Notice under S.  251 cr pc dated 07.03.2020 was framed accordingly to which the accused pleaded not,audio_13_15.mp3
guilty and claimed trial. The blank signed cheques used to be kept in his office for daily use and the same were taken from the,audio_13_16.mp3
said office and misused. The accused admitted his signatures on the cheque in question but denied the receipt of legal notice. 3. The complainant relied,audio_13_17.mp3
upon the following documents: i) copy of settlement and acknowledgement dated 30.11.2017 is ex.cw1/a; ii) original cheque is ex.cw1/b; iii) original cheque returning memo is,audio_13_18.mp3
ex.cw1/c iv) office copy of legal notice is ex.cw1/d; v) original postal receipts are ex.cw1/e to ex.cw1/g. Vi) copy of tracking report is ex.cw1/h to,audio_13_19.mp3
ex.cw1/j 4. The complainant adopted his pre-summoning evidence as post summoning evidence and was cross examined on 26.04.2022. 5. The complainant stated that alkarma is,audio_13_20.mp3
a firm. That he have been working in the firm since 1998 till 2017. That he have not filed any document to show that he,audio_13_21.mp3
have been appointed as an employee with the accused firm. He voluntarily stated that he have brought the certificate which was issued to him by,audio_13_22.mp3
the firm. Same is marked as ex.cw1/k. That he have also brought today his salary slip of may and june 2017 and the same are,audio_13_23.mp3
marked as ex.cw1/l. He affirmed the suggestion that this document does not bear the signature of sandeep chaudhary. He voluntarily stated that the above said,audio_13_24.mp3
documents were issued by the firm. That in ex.cw1/k nothing with respect to amount due has been mentioned. That he was working as supervisor in,audio_13_25.mp3
the accused firm as the same is reflecting in ex.cw1/k. That the accused never entered into any written settlement with him. He voluntarily stated that,audio_13_26.mp3
"the accused has verbally assured in the presence of other employees and also directed one mr. Vijay thakur, sr. Manager accounts to draft a settlement",audio_13_27.mp3
with him. He voluntarily stated that he had been supplied a photocopy of the documents which is framed by mr. Vijay thakur at the behest,audio_13_28.mp3
of the accused which is mark-1 and mark-2. That he have not mentioned the above saidrishi pal kharmania vs.  . M/s alkarma page 1 of,audio_13_29.mp3
"23 on 14 july, 2023",audio_13_30.mp3
6. That he have not filed any document which shows that vijay thakur was authorised. He denied the suggestion that vijay thakur was never authorised,audio_13_31.mp3
by the accused. He voluntarily stated that vijay thakur was working in the capacity of sr. Manager accounts and he used to work on the,audio_13_32.mp3
directions of the accused who was the partner of the accused firm. He denied the suggestion that mr. Vijay thakur was never authorised to enter,audio_13_33.mp3
into settlement on behalf of the firm with any employee of the firm. He voluntarily stated that vijay thakur not entered into settlement and accused,audio_13_34.mp3
only directed the vijay thakur to formulate the settlement. He denied the suggestion that he entered with the conspiracy with vijay thakur. He further denied,audio_13_35.mp3
the suggestion that he illegally took the blank signed cheque in question in connivance with vijay thakur. That since he was the employee of the,audio_13_36.mp3
firm it is quite natural that he used to work in the premises of the firm for his employment. He affirmed that apart from the,audio_13_37.mp3
cheque in question the remaining documents which have been filed by him till now does not bear the signature of the accused. He denied the,audio_13_38.mp3
suggestion that he have filled the particulars of the cheque in question. He voluntarily stated that the particulars of the cheque apart from the signature,audio_13_39.mp3
filled by mr. Vijay thakur in the presence of the accused. That there was no written document entered between him and accused it is written,audio_13_40.mp3
that accused has issued the cheque in question to him. He voluntarily stated that the accused assured him the cheques which he has issued will,audio_13_41.mp3
be duly honoured when the meeting took place for the purpose of settling the accounts of the employees as it came to their information that,audio_13_42.mp3
accused is closing the firm. That he have not mentioned the above said either in his complaint or in evidence by way of Aff. . That,audio_13_43.mp3
he is not aware whether any Cas.  is pending between mr vijay thakur and accused. 7. That as on date he is not aware that,audio_13_44.mp3
firm is still in existence or whether the firm has been closed by the accused. He voluntarily stated that since it is his firm he,audio_13_45.mp3
might be aware of the same. That he do not know when the firm was closed. He denied the suggestion that he have intentionally sent,audio_13_46.mp3
the legal notice to the address of the firm despite knowing that firm was closed in 2017. He also denied the suggestion that there is,audio_13_47.mp3
no liability against him when he left the job. He denied the suggestion that there is no legally and enforceable debt of the accused. He,audio_13_48.mp3
"also denied the suggestion that the multiple cases have been filed by him to put pressure upon accused and to extort money. 8. The complainant,",audio_13_49.mp3
"thereafter, examined cw 2 i.e., vijay thakur. Cw 2 adopted his evidence by way of Aff.  on 26.09.2022 and relied on mark a i.e., appointment",audio_13_50.mp3
"letter, ex cw2/a i.e., authorization letter to sign identity cards, cw 2/b i.e., Auth.  letter, cw2/c i.e., emails and ex cw2/d. 9. In his cross-examination",audio_13_51.mp3
cw 2 stated that he has been working with the accused Co.  since 16.02.1993 till february 2018. That initially he joined as an accountant and,audio_13_52.mp3
left the services as Sr.  manager accounts and administration. That he have not filed any appointment and designation letter on record. That he do not,audio_13_53.mp3
remember his starting salary when he joined the accused Co.  since its long time back. That at the time when he left the services of,audio_13_54.mp3
"the accused Co.  he was earning Rs.  1,30,000/-. That he is residing in his own house. That he brought the same in 1996 from his",audio_13_55.mp3
earnings. That he cannot remember his salary in the year 1996. He denied the suggestion that he was not honest in his work with the,audio_13_56.mp3
"accused firm. He denied the suggestion thatrishi pal kharmania vs.  . M/s alkarma page 1 of 23 on 14 july, 2023",audio_13_57.mp3
Manipulate the records of the accused firm. That he have brought the id card issued by the accused firm which is ex. Cw-2/e (osr). He,audio_13_58.mp3
affirmed that the signature at point a reflecting issuing Auth.  are his signature. He voluntarily stated that he have been authorized by the accused to,audio_13_59.mp3
sign the identity cards on behalf of the accused firm which is ex. Cw2/a. He denied the suggestion that he used to issue and misuse,audio_13_60.mp3
"his Auth.  to sign without prior knowledge and consent of the accused. At this stage, the counsel for the accused confronted mark a & b",audio_13_61.mp3
of cw1. He affirmed the suggestion that mark a & b does not bear the signature of any partner of alkarma. He voluntarily stated that,audio_13_62.mp3
he had sought the Auth.  letter from the accused with respect to signing on mark a & b which was given to him on 08.01.2018,audio_13_63.mp3
which is ex. Cw2/b. 10. He further affirmed that the signature at point a in mark a & b of cw1 belongs to him. He,audio_13_64.mp3
further affirmed that he was not having any written authorization in his favour to sign in mark a & b on behalf of the accused,audio_13_65.mp3
Co. . He voluntarily stated that he was having oral directions and approval of the accused. He voluntarily stated that since he was working in continuity,audio_13_66.mp3
with the accused firm he was under direction from the accused to sign mark a & b whereas the accused in writing had issued the,audio_13_67.mp3
Auth.  letter to him on 08.01.2018 with respect to entering into mark a & b of cw1 on behalf of the accused firm. He further,audio_13_68.mp3
affirmed that the ex. Cw2/b does not mention that the same would be having retrospective effect pertaining to mark a & b. He voluntarily stated,audio_13_69.mp3
that since the talks of full and final settlement were running in continuity he was authorized under directions to sign mark a and b although,audio_13_70.mp3
the Auth.  in writing was given to him on 08.01.2018. 11. He denied the suggestion that he was not authorized by any partner of the,audio_13_71.mp3
"accused firm to enter into the settlement on behalf of accused firm on 30.11.2017. At this stage, the counsel for the accused confronted ex. Cw2/c.",audio_13_72.mp3
He affirmed that the emails which are ex. Cw2/c are not of the year 2017. He voluntarily stated that emails which are ex. Cw2/c are,audio_13_73.mp3
the communications made by him with the accused only with respect to his full and final settlement. He also voluntarily stated that the accused in,audio_13_74.mp3
this email ex. Cw2/c has stated that he will settle his payment also as he has done with Ors.  too. That there was around 40,audio_13_75.mp3
staff members approx of the accused firm in the year 2017. That there were about 160 approx workers of the accused firm in the year,audio_13_76.mp3
2017. He affirmed that the name of the complainant does not find any mention in ex. Cw2/c. He denied the suggestion that he was not,audio_13_77.mp3
having Auth.  to enter into full and final settlement with the complainant on behalf of the accused and his firm. 12. He denied the suggestion,audio_13_78.mp3
that the ex cw2/b is forged and fabricated. He also denied the suggestion that ex. Cw2/b is forged and fabricated by typing on blank paper.,audio_13_79.mp3
He also denied the suggestion that he had entered into mark a and mark b of cw1 behind the back of the accused and without,audio_13_80.mp3
his knowledge on commission basis. He denied the suggestion that he had been indulging in creating forged and fabricated documents. He denied the suggestion that,audio_13_81.mp3
the accused has no liability whatsoever against the accused. He also denied the suggestion that he was in possession of blank signed cheque book of,audio_13_82.mp3
the accused. He denied the suggestion that he have misused the cheque in question in connivance with the complainant. He further denied the suggestion that,audio_13_83.mp3
he have created various kinds of letters documents without the permission of the accused. He also denied the suggestion that he have misused his power,audio_13_84.mp3
"and position in the accused firm and have acted in utterrishi pal kharmania vs.  . M/s alkarma page 1 of 23 on 14 july, 2023",audio_13_85.mp3
And the accused. He affirmed that settlement which has been placed by him in his Cas.  is not signed by any partner of the accused,audio_13_86.mp3
firm. That he cannot answer who has signed the settlement which has been placed by him in his Cas. . 13. The complainant thereafter closed his,audio_13_87.mp3
evidence. 14. The statement of the accused under S.  313 crpc was then recorded on 15.10.2022. He stated that the documents which have been furnished,audio_13_88.mp3
by cw2 were never authorized by him. That they are forged and fabricated. That the e-mail which have been furnished has no relevance to the,audio_13_89.mp3
present matter. That there exists no due on him with respect to the complainant. That whatever due which he had has already been paid by,audio_13_90.mp3
him to the complainant. That the cheque in question were in possession of the vijay thakur for business purposes since he used to travel abroad,audio_13_91.mp3
"and he had issued instructions that the cheque would not be issued without his knowledge. However, the cheques in question have been misused by vijay",audio_13_92.mp3
"thakur. That he have never given any authorization to anyone. 15. The accused opted to lead his defence evidence, however, on 27.02.2023 he closed his",audio_13_93.mp3
"de. 16. Evidences and documents on record perused carefully. Arguments heard. Law point 17. Before analyzing the material on record, it is imperative to set",audio_13_94.mp3
forth the legal benchmark which governs the adjudication of cases under S.  138 ni act. A bare reading of S.  138 ni act reveals that,audio_13_95.mp3
"in addition to the cheque being issued for the discharge, in whole or in part, of any debt or other liability; following are the ingredients",audio_13_96.mp3
which constitute an offence:- a. That a person drew a cheque on an account maintained by him with the banker; a. That such a cheque,audio_13_97.mp3
when presented to the bank is returned by the bank unpaid; b. That such a cheque was presented to the bank within a period of,audio_13_98.mp3
six months from the date it was drawn or within the period of its validity whichever is earlier; c. That the payee demanded in writing,audio_13_99.mp3
from the drawer of the cheque the payment of the amount of money due under the cheque to payee; and d. Such a notice of,audio_13_100.mp3
payment is made within a period of 30 days from the date of the receipt of the information by the payee from the bank regarding,audio_13_101.mp3
"the return of the cheque as unpaid. (para 26, n. Harihara krishnan vs.  j. Thomas, (2018) 13 scc 663, referred to in himanshu vs.  b.",audio_13_102.mp3
"Shivamurthy (2019) 3 scc 797)rishi pal kharmania vs.  . M/s alkarma page 1 of 23 on 14 july, 2023",audio_13_103.mp3
"S.  139. S.  139 provides that: ""presumption in favour of holder - it shall be presumed, unless the contrary is proved, that the holder of",audio_13_104.mp3
"a cheque received the cheque of the nature referred to in S.  138 for the discharge, in whole or in part, of any debt or",audio_13_105.mp3
"other liability."" 19. Thus, in cheque bouncing cases, the judicial scrutiny revolves around the satisfaction of ingredients enumerated under S.  138 ni act and if",audio_13_106.mp3
"so, whether the accused was able to rebut the statutory presumption contemplated by S.  139 ni act. S.  139 is an example of reverse onus",audio_13_107.mp3
"Cl.  which usually imposes an evidentiary burden and not a persuasive burden. In other words, evidence of a character, not to prove a fact affirmatively,",audio_13_108.mp3
but to lead evidence to show non- existence of a liability. Further the law is well settled that when an accused has to rebut the,audio_13_109.mp3
"presumption under S.  139, the standard of proof of doing so is that of ""preponderance of probability"" (rangappa vs.  sri mohan (2010) 11 scc 441).",audio_13_110.mp3
"Once execution of cheque is admitted, it is a legal presumption under S.  139 of negotiable instrument act, the cheque was issued for discharging legally",audio_13_111.mp3
enforceable debt. 20. Attention is also invited to S.  118(a) wherein a presumption of the cheque having been issued in discharge of a legally sustainable,audio_13_112.mp3
"liability and drawn for good consideration, arises. S.  118 of the n.i act provides:- ""presumptions as to negotiable instruments: until the contrary is proved, the",audio_13_113.mp3
"following presumptions shall be made: (a) of consideration - that every negotiable instrument was made or drawn for consideration, and that every such instrument, when",audio_13_114.mp3
"it has been accepted, indorsed, negotiated or transferred was accepted, indorsed, negotiated or transferred for consideration;"" 21. Hence, it can be seen that from its",audio_13_115.mp3
very inception a presumption that the cheque was issued in discharge of a debt or other liability subsists in favour of the complainant and onus,audio_13_116.mp3
"rests upon the accused to rebut the existing presumption on the touchstone of preponderance of probability. 22. Further, the accused in a trial under S. ",audio_13_117.mp3
138 has two options. He can either show that consideration and debt did not exist or that under the particular circumstances of the Cas.  the,audio_13_118.mp3
"non-existence of consideration and debt is so probable that a prudent man ought to suppose that no consideration and debt existed (para 20, kumar exports",audio_13_119.mp3
vs.  sharma carpets (2009) 2 scc 513). The accused can also show that he has already returned the amount taken by him. Analysis & conclusion,audio_13_120.mp3
"23. Now, the law is also well settled that ""once the cheque relates to the account of the accused and he accepts and admits the",audio_13_121.mp3
"signatures on the said cheque, then initial presumption as contemplated under S.  139 of the NI Act  has to be raised by the court",audio_13_122.mp3
"in favor of the complainant."" (rangappa vs.  mohan, air 2010 SC  1898). Reference can also be made to k.rishi pal kharmania vs.  . M/s",audio_13_123.mp3
"alkarma page 1 of 23 on 14 july, 2023",audio_13_124.mp3
"The Hon'ble  SC  as under: ""as the signature in the cheque is admitted to be that of the accused, the presumption envisaged in S. ",audio_13_125.mp3
118 of the act can legally be inferred that the cheque was made or drawn for consideration on the date which the cheque bears. S. ,audio_13_126.mp3
139 of the act enjoins on the court to presume that the holder of the cheque received it for the discharge of any debt or,audio_13_127.mp3
"liability."" 24. In this matter, the accused has admitted his signature. Therefore, the presumption under S.  139 ni act does get raised in favor of",audio_13_128.mp3
"the complainant and against the accused. Thus, the accused now has to rebut the presumption on the touchstone of preponderance of probabilities. Further, the accused",audio_13_129.mp3
"has not lead his defence evidence. However, the law is also well settled that the accused in order to rebut the presumption need not to",audio_13_130.mp3
step into the witness box or lead his defence evidence. The accused can through the material brought on record by the complainant can also rebut,audio_13_131.mp3
"the presumption existing against him. 25. At the outset, on the close scrutiny and appraisal of the original cheque in question marked as ex cw1/b",audio_13_132.mp3
"it clearly transpires that the same had been issued as per the above details. Further, the cheque in question got dishonored vide returning memos dated",audio_13_133.mp3
"14.03.2018 with remarks ""funds insufficient"" marked as ex cw 1/c. Thus, one of the essential ingredients of S.  138 i.e., that a person drew a",audio_13_134.mp3
cheque on an account maintained by him with the banker; and that such a cheque when presented to the bank is returned by the bank,audio_13_135.mp3
"unpaid, stands fulfilled. Further, on a co-joint reading of the cheque in question ex cw 1/b, return memo ex cw 1/c, it also stands proved",audio_13_136.mp3
"that ""cheque was presented to the bank within a period of six months from the date it was drawn"". 26. The legal notice dated 24.03.2018",audio_13_137.mp3
"ex cw 1/d further proves that the same was issued on 24.03.2018 and dispatched vide postal receipts ex cw1/e to ex cw1/g. Now, the accused",audio_13_138.mp3
has denied the receipt of legal notice. 27. The Hon'ble  SC  in k bhaskaran vs.  sankaran vaidhyan balan (1999) 7 scc 510 in para,audio_13_139.mp3
"18 observed thus: ""......'giving notice' in the context is not the same as 'receipt of notice'. Giving is a process of which receipt is the",audio_13_140.mp3
"accomplishment. It is for the payee to perform the former process i.e. Giving, by sending the notice to the drawer at the correct address....."" 28.",audio_13_141.mp3
"Further, in para 24 of the above said judgment the Hon'ble  SC  held that where the sender has dispatched the notice by post with",audio_13_142.mp3
"correct address written on it, the principle Inc.  in S.  27 of general clauses act could profitably be imported in such a Cas. . It was",audio_13_143.mp3
further held that in this situation service of notice is deemed to have been effected on the sendee.rishi pal kharmania vs.  . M/s alkarma page,audio_13_144.mp3
"1 of 23 on 14 july, 2023",audio_13_145.mp3
Same has been succinctly put forth by the Hon'ble  SC  in c c alavi haji vs.  palapetty muhammed (2007) 6 scc 555. Para 13,audio_13_146.mp3
"& 14 of the judgment is worth mentioning as under: ""13. According to S.  114 of the act, r/w  illustration (f) thereunder, when it",audio_13_147.mp3
"appears to the court that the common course of business renders it probable that a thing would happen, the court may draw presumption that the",audio_13_148.mp3
"thing would have happened, unless there are circumstances in a particular Cas.  to show that the common course of business was not followed. Thus, S. ",audio_13_149.mp3
"114 enables the court to presume the existence of any fact which it thinks likely to have happened, regard being had to the common course",audio_13_150.mp3
"of natural events, human conduct and public and Pvt.  business in their relation to the facts of the particular Cas. . Consequently, the court can presume",audio_13_151.mp3
"that the common course of business has been followed in particular cases. When applied to communications sent by post, S.  114 enables the court to",audio_13_152.mp3
"presume that in the common course of natural events, the communication would have been delivered at the address of the addressee. But the presumption that",audio_13_153.mp3
"is raised under S.  27 of the g.c. Act is a far stronger presumption. Further, while S.  114 of evidence act refers to a general",audio_13_154.mp3
"presumption, S.  27 refers to a specific presumption 14. S.  27 gives rise to a presumption that service of notice has been effected when it",audio_13_155.mp3
"is sent to the correct address by registered post. In view of the said presumption, when stating that a notice has been sent by registered",audio_13_156.mp3
"post to the address of the drawer, it is unnecessary to further aver in the complaint that in spite of the return of the notice",audio_13_157.mp3
"unserved, it is deemed to have been served or that the addressee is deemed to have knowledge of the notice. Unless and until the contrary",audio_13_158.mp3
"is proved by the addressee, service of notice is deemed to have been effected at the time at which the letter would have been delivered",audio_13_159.mp3
"in the ordinary course of business. 30. Thus, in view of the law as above said and the fact that the address given by accused",audio_13_160.mp3
in his notice under S.  251 crpc being the same address which finds mention in the legal notice and that the legal notice was duly,audio_13_161.mp3
"dispatched through postal receipt, the mandatory statutory legal notice marked as ex cw 1/d is deemed to have been served on the accused in the",audio_13_162.mp3
"present Cas. . Thus, the factum of issuance and receipt of mandatory statutory legal notice also stands proved based on the documentary evidence of legal notice,",audio_13_163.mp3
"postal receipts. It has been also proved that despite issuance of legal notice, the accused had failed to make the payment of the cheque amount.",audio_13_164.mp3
"31. Before noting the line of defence of the accused that can be deduced through the cross examination of the complainant witnesses, it is apposite",audio_13_165.mp3
to note the admitted facts in the present matter: (a) the accused is a partnership firm. This has been established in view of the consistent,audio_13_166.mp3
"position of cw 1 as well as cw 2. Furthermore, nowhere during the course of the trial the accused has disputed that alkarna is not",audio_13_167.mp3
"a partnership firm. Not arishi pal kharmania vs.  . M/s alkarma page 1 of 23 on 14 july, 2023",audio_13_168.mp3
By the accused. (b) accused sandeep chaudhary is the partner and authorized signatory of accused alkarma firm. The same stands proved on a co-joint reading,audio_13_169.mp3
and perusal of the cheque in question and notice under S.  251 crpc. The accused sandeep chaudhary has admitted his signatures on the cheque in,audio_13_170.mp3
"question and perusal of the cheque reflects that the same is belong to ""alkarma"" of which sandeep chaudhary is the authorized signatory. Furthermore, it is",audio_13_171.mp3
also not the Cas.  of the accused that he is not the authorized signatory/partner of accused alkarma. (c) complainant used to work for the accused,audio_13_172.mp3
alkarma. This has also not been disputed by the accused. Not a single suggestion or question has been put by the accused which could directly,audio_13_173.mp3
or indirectly goes on to establish that it is the Cas.  of the accused that the complainant has no connection whatsoever with the accused alkarma,audio_13_174.mp3
"firm or that complainant was never an employee of the accused firm. As a matter of fact, ex cw1/k i.e., certificate of appointment and ex.cw1/l",audio_13_175.mp3
i.e. Salary slip brought on record by the complainant further cements the position that the complainant indeed was the employee of accused alkarma firm. 32.,audio_13_176.mp3
"In order to rebut the presumption existing in favor of the complainant, the accused through the cross examination and notice under S.  251 crpc attempted",audio_13_177.mp3
to create following line of defence: a) the cheque in question was never issued to the complainant. B) there never existed any settlement between him,audio_13_178.mp3
and the complainant as to the outstanding amount claimed by the complainant. C) the blank signed cheques were used to be kept in his office,audio_13_179.mp3
for daily use and the same were taken from the said office and misused. (notice under S.  251 crpc.) d) the cheque in question were,audio_13_180.mp3
in possession of cw2 vijay thakur and the same has been misused by vijay thakur and never gave authorization to anyone regarding the issuance of,audio_13_181.mp3
cheque in question. (statement under S.  313 crpc.) e) whatever documents that have been brought on record by the complainant and his witness are forged,audio_13_182.mp3
"and fabricated and were never created by him. F) whatever due, if any, is there against him has already been paid by him to the",audio_13_183.mp3
"complainant. (statement under S.  313 crpc.)rishi pal kharmania vs.  . M/s alkarma page 1 of 23 on 14 july, 2023",audio_13_184.mp3
251 crpc he only stated that blank signed cheques used to be kept in his office for daily use and the same were taken from,audio_13_185.mp3
"the said office and misused. Here, the accused never even mentioned as to who took the said cheques or when the said cheques were taken.",audio_13_186.mp3
"However, only when the complainant examined cw 2 i.e., vijay thakur, the accused in his statement under S.  313 crpc modified and changed his position",audio_13_187.mp3
and stated that the cheque in question were in possession of vijay thakur and the same have been misused by vijay thakur. 34. During the,audio_13_188.mp3
course of the trial objection was raised with respect to full and final settlement brought on record since the same was not original. The objection,audio_13_189.mp3
"was also decided in favor of the accused. However, mere absence of settlement agreement by itself does not in any manner create probable defence in",audio_13_190.mp3
"favor of the accused, viewed specifically in the light of the fact that the complainant was the employee of the accused firm and further cw1",audio_13_191.mp3
"i.e., the complainant and cw 2 i.e., vijay thakur through their testimony has been able to establish that a settlement was arrived between the accused",audio_13_192.mp3
"firm and the complainant. 35. Furthermore, the accused never initiated any complaint or legal proceedings with respect to the misuse of the cheque. As a",audio_13_193.mp3
"matter of fact, there exists a total of 5 cheques bounce cases pending between the accused and the complainant in the same court. A total",audio_13_194.mp3
of 33 cases are pending against the accused with respect to multiple cheques in the same court. It is highly unnatural and improbable that where,audio_13_195.mp3
"close to three dozen cheque bounce cases have been filed against the accused and he takes a stand that all the cheques have been misused,",audio_13_196.mp3
not a single complaint or legal proceedings or even a stop payment instruction has been initiated by the accused. This conduct of the accused further,audio_13_197.mp3
weakens his line of defence. 36. Anr.  point which is noticeable is that during the cross examination of the complainant as well as cw 2,audio_13_198.mp3
"i.e., vijay thakur, the counsel of the accused took a line of defence that the documents which has been filed on record i.e., settlement, does",audio_13_199.mp3
not bear the signature of the accused and only of vijay kumar cw 2. He has further through the cross examination of the complainant as,audio_13_200.mp3
well as his witness attempted to establish that cw 2 was never authorized by the accused to enter into any settlement with the complainant. This,audio_13_201.mp3
"line of defence also does not hold much water. It stands proved through the testimony of cw 2 i.e., vijay thakur that he was also",audio_13_202.mp3
the employee of accused firm and was working in the position of Sr.  manager. The same also stands proved through the documents which has been,audio_13_203.mp3
brought on record by cw 2 which are on the letter head of the accused firm. 37. Cw 2 further brought on record authorization letter,audio_13_204.mp3
dated 08.01.2018 ex cw2/b which does establish that he was duly authorized. Although the accused did attempt to show that since the settlement was dated,audio_13_205.mp3
"30.11.2017 and whereas the authorization letter ex cw2/b is of 08.01.2018, cw 2 was never authorized to enter into any settlement agreement on behalf of",audio_13_206.mp3
"the accused. However, a plausible explanation to this effect was given by cw 2 in his cross examination that since he was working in continuity",audio_13_207.mp3
with the accused firm he was under directions form the accused to sign mark a and mark b whereas the accused in writing had issued,audio_13_208.mp3
the Auth.  letter to him on 08.01.2018. It is proved that cw 2 has been working in the position of Sr.  manager with accusedrishi pal,audio_13_209.mp3
"kharmania vs.  . M/s alkarma page 1 of 23 on 14 july, 2023",audio_13_210.mp3
"Further, cw 2 has been working in the accused firm since 1993. In view the abovesaid long tenure and responsible position, the delay of merely",audio_13_211.mp3
a month in the issuance of the authorization letter does not create any reasonable doubt that cw 2 was never authorized by accused sandeep chaudhary,audio_13_212.mp3
"to enter into settlement on behalf of accused firm. 38. Furthermore, a suggestion was put during the cross examination of cw 2 that ex cw2/b",audio_13_213.mp3
"i.e., the authorization letter is forged and fabricated. However, mere suggestion by itself does not prove that the document is forged and fabricated. Something more",audio_13_214.mp3
ought to be brought on record to establish the same. It is not the Cas.  of the accused that he has initiated any Crl.  proceedings,audio_13_215.mp3
with respect to the forging and fabrication of ex cw2/b. No material whatsoever has been brought on record by accused to even suggest the same.,audio_13_216.mp3
"Thus, it stands proved that cw 2 was authorized to enter into settlement agreement on behalf of accused firm with the complainant. 39. The accused",audio_13_217.mp3
had an option to examine himself as a witness which the accused opted not to avail. Where the accused does not examine himself as a,audio_13_218.mp3
"witness, his statement under S.  281 cr. P.c. Or 313 cr. P.c. Cannot be read as evidence of the accused and it has to be",audio_13_219.mp3
looked into only as an explanation of the incriminating circumstance and not as evidence. There is no presumption of law that explanation given by the,audio_13_220.mp3
"accused was truthful (v.S.  yadav vs.  reena 2010 scc online del 3294). In the present matter, in his statement under S.  313 crpc the accused",audio_13_221.mp3
stated that the documents brought by cw 2 were never authorized by him and they are forged and fabricated. If the accused wanted to prove,audio_13_222.mp3
"this, he was supposed to appear in the witness box and testify and get himself subjected to cross examination. Furthermore, nothing came in the cross",audio_13_223.mp3
examination of cw 2 so as to cast any doubt on the documents brought on record by him. 40. During the cross examination of the,audio_13_224.mp3
"complainant, a suggestion was put to the complainant that there is nothing due against the accused/firm and that the complainant has already received his entire",audio_13_225.mp3
"due from the accused when he left the firm. In other words, it is the stand of the accused that he has already paid the",audio_13_226.mp3
"entire due when the complainant left the firm and no due is left against the accused/firm. The same was, however, denied by the complainant. The",audio_13_227.mp3
abovesaid position of the accused further stands corroborated through the statement of the accused under S.  313 crpc wherein the accused stated that whatever due,audio_13_228.mp3
which he had has already been paid by him to the complainant. 41. At this juncture it is pertinent to note that in terms of,audio_13_229.mp3
"S.  1 sub-S.  (4) of payment of wages act, the act is applicable to a factory. Now, the accused firm alkarma is a factory. The",audio_13_230.mp3
"same is proved on perusal of form no 3a i.e., notice of change of manager brought on record by cw 2. 42. S.  13 a",audio_13_231.mp3
of payment of wages act is as follows: [13a. Maintenance of registers and records.--(1) every employer shall maintain such registers and records giving such particulars,audio_13_232.mp3
"of persons employed by him, the work performed by them, the wages paid to them, the deductions made from their wages, the receipts given by",audio_13_233.mp3
"them and such other particulars and in such form as may berishi pal kharmania vs.  . M/s alkarma page 1 of 23 on 14 july,",audio_13_234.mp3
2023,audio_13_235.mp3
"(2) every register and record required to be maintained under this S.  shall, for the purposes of this act, be preserved for a period of",audio_13_236.mp3
"three years after the date of the last entry made therein.] 43. Thus, as can be seen S.  13a mandates that an employer shall maintain",audio_13_237.mp3
"registers and records of person employed by him, work performed, wages paid, deductions made, and receipts given. Alkarma being a factory was therefore required to",audio_13_238.mp3
maintain the registers as per the labor legislations. The accused brought no registers maintained by him in this regard. If the stand of the accused,audio_13_239.mp3
"is that he had already paid all the dues to the complainant, he ought to have brought the registers which were maintained by him reflecting",audio_13_240.mp3
